Incident_ID,City,Crime_Type,Weapon,Victim_Gender,Suspect_Gender,Arrest_Made,Date,Time
3042,Delhi,Theft,None,Male,Male,Yes,07-05-2018,5.00 PM
3043,Chennai,Fraud,Other,Male,Unknown,Yes,07-05-2018,6.00 PM
3044,Chennai,Fraud,Gun,Male,Female,No,07-05-2018,7.00 PM
3045,Mumbai,Theft,Gun,Male,Female,No,07-05-2018,8.00 PM
3046,Chennai,Assault,Knife,Female,Unknown,Yes,07-05-2018,9.00 PM
3047,Mumbai,Fraud,Other,Male,Male,Yes,07-05-2018,10.00 PM
3048,Kolkata,Assault,Knife,Male,Unknown,Yes,07-05-2018,11.00 PM
3049,Delhi,Robbery,Knife,Female,Female,No,08-05-2018,12.00 AM
3050,Kolkata,Fraud,Knife,Male,Unknown,Yes,08-05-2018,1.00 AM
3051,Bengaluru,Assault,Knife,Male,Female,Yes,08-05-2018,2.00 AM
3052,Bengaluru,Theft,Knife,Male,Male,No,08-05-2018,3.00 AM
3053,Bengaluru,Robbery,Other,Male,Unknown,Yes,08-05-2018,4.00 AM
3054,Kolkata,Murder,None,Male,Male,Yes,08-05-2018,5.00 AM
3055,Chennai,Murder,Knife,Female,Unknown,No,08-05-2018,6.00 AM
3056,Delhi,Theft,Gun,Male,Female,No,08-05-2018,7.00 AM
3057,Bengaluru,Robbery,Other,Male,Male,Yes,08-05-2018,8.00 AM
3058,Bengaluru,Robbery,Knife,Female,Female,No,08-05-2018,9.00 AM
3059,Bengaluru,Robbery,Gun,Male,Unknown,Yes,08-05-2018,10.00 AM
3060,Delhi,Robbery,Knife,Female,Female,Yes,08-05-2018,11.00 AM
3061,Bengaluru,Murder,None,Female,Unknown,Yes,08-05-2018,12.00 PM
3062,Delhi,Assault,Other,Female,Male,Yes,08-05-2018,1.00 PM
3063,Bengaluru,Robbery,None,Male,Female,No,08-05-2018,2.00 PM
3064,Kolkata,Assault,Gun,Male,Female,No,08-05-2018,3.00 PM
3065,Kolkata,Robbery,Knife,Male,Unknown,No,08-05-2018,4.00 PM
3066,Delhi,Fraud,None,Male,Unknown,Yes,08-05-2018,5.00 PM
3067,Kolkata,Fraud,None,Female,Unknown,Yes,08-05-2018,6.00 PM
3068,Delhi,Fraud,Knife,Female,Male,Yes,08-05-2018,7.00 PM
3069,Kolkata,Robbery,Other,Female,Female,No,08-05-2018,8.00 PM
3070,Kolkata,Assault,Gun,Male,Unknown,Yes,08-05-2018,9.00 PM
3071,Delhi,Murder,Other,Female,Unknown,Yes,08-05-2018,10.00 PM
3072,Chennai,Theft,Gun,Male,Female,Yes,08-05-2018,11.00 PM
3073,Kolkata,Murder,Gun,Female,Male,No,09-05-2018,12.00 AM
3074,Bengaluru,Robbery,None,Female,Female,Yes,09-05-2018,1.00 AM
3075,Chennai,Fraud,Knife,Female,Unknown,Yes,09-05-2018,2.00 AM
3076,Delhi,Fraud,Other,Male,Female,No,09-05-2018,3.00 AM
3077,Chennai,Assault,None,Female,Unknown,No,09-05-2018,4.00 AM
3078,Mumbai,Robbery,None,Female,Unknown,Yes,09-05-2018,5.00 AM
3079,Mumbai,Murder,None,Male,Female,Yes,09-05-2018,6.00 AM
3080,Kolkata,Robbery,Other,Female,Female,No,09-05-2018,7.00 AM
3081,Kolkata,Robbery,None,Female,Male,No,09-05-2018,8.00 AM
3082,Bengaluru,Fraud,Knife,Male,Unknown,No,09-05-2018,9.00 AM
3083,Chennai,Murder,None,Male,Unknown,Yes,09-05-2018,10.00 AM
3084,Mumbai,Theft,None,Male,Unknown,No,09-05-2018,11.00 AM
3085,Kolkata,Fraud,Gun,Male,Unknown,Yes,09-05-2018,12.00 PM
3086,Chennai,Murder,None,Female,Unknown,No,09-05-2018,1.00 PM
3087,Kolkata,Assault,Other,Female,Female,Yes,09-05-2018,2.00 PM
3088,Kolkata,Fraud,Other,Male,Unknown,Yes,09-05-2018,3.00 PM
3089,Mumbai,Assault,Knife,Female,Female,No,09-05-2018,4.00 PM
3090,Mumbai,Fraud,Other,Female,Male,No,09-05-2018,5.00 PM
3091,Kolkata,Robbery,Other,Male,Unknown,Yes,09-05-2018,6.00 PM
3092,Delhi,Murder,None,Female,Male,No,09-05-2018,7.00 PM
3093,Kolkata,Assault,Knife,Female,Female,Yes,09-05-2018,8.00 PM
3094,Kolkata,Fraud,Other,Female,Female,Yes,09-05-2018,9.00 PM
3095,Bengaluru,Assault,Knife,Male,Male,No,09-05-2018,10.00 PM
3096,Bengaluru,Fraud,Knife,Female,Unknown,Yes,09-05-2018,11.00 PM
3097,Bengaluru,Fraud,Gun,Female,Female,No,10-05-2018,12.00 AM
3098,Delhi,Theft,Gun,Female,Female,Yes,10-05-2018,1.00 AM
3099,Delhi,Theft,None,Male,Female,Yes,10-05-2018,2.00 AM
3100,Kolkata,Theft,Other,Male,Female,No,10-05-2018,3.00 AM
3101,Bengaluru,Assault,None,Female,Female,Yes,10-05-2018,4.00 AM
3102,Delhi,Robbery,None,Female,Female,Yes,10-05-2018,5.00 AM
3103,Mumbai,Fraud,Knife,Male,Male,Yes,10-05-2018,6.00 AM
3104,Kolkata,Murder,Knife,Male,Unknown,No,10-05-2018,7.00 AM
3105,Chennai,Theft,Knife,Male,Unknown,No,10-05-2018,8.00 AM
3106,Kolkata,Assault,None,Male,Unknown,Yes,10-05-2018,9.00 AM
3107,Chennai,Assault,Other,Female,Unknown,Yes,10-05-2018,10.00 AM
3108,Bengaluru,Assault,None,Male,Male,Yes,10-05-2018,11.00 AM
3109,Chennai,Murder,None,Male,Male,No,10-05-2018,12.00 PM
3110,Bengaluru,Murder,None,Male,Unknown,Yes,10-05-2018,1.00 PM
3111,Mumbai,Theft,Gun,Male,Female,Yes,10-05-2018,2.00 PM
3112,Chennai,Murder,Gun,Female,Unknown,No,10-05-2018,3.00 PM
3113,Kolkata,Theft,Other,Female,Female,No,10-05-2018,4.00 PM
3114,Bengaluru,Murder,Gun,Female,Female,Yes,10-05-2018,5.00 PM
3115,Kolkata,Murder,None,Female,Male,No,10-05-2018,6.00 PM
3116,Delhi,Murder,Gun,Male,Female,Yes,10-05-2018,7.00 PM
3117,Bengaluru,Theft,Gun,Female,Male,No,10-05-2018,8.00 PM
3118,Chennai,Fraud,None,Female,Unknown,No,10-05-2018,9.00 PM
3119,Bengaluru,Theft,Other,Male,Male,No,10-05-2018,10.00 PM
3120,Kolkata,Fraud,Gun,Female,Female,No,10-05-2018,11.00 PM
3121,Mumbai,Assault,None,Female,Female,Yes,11-05-2018,12.00 AM
3122,Bengaluru,Assault,None,Female,Female,Yes,11-05-2018,1.00 AM
3123,Chennai,Theft,None,Male,Unknown,No,11-05-2018,2.00 AM
3124,Delhi,Fraud,Knife,Male,Male,Yes,11-05-2018,3.00 AM
3125,Mumbai,Fraud,None,Male,Unknown,Yes,11-05-2018,4.00 AM
3126,Delhi,Fraud,Gun,Female,Male,Yes,11-05-2018,5.00 AM
3127,Bengaluru,Assault,Gun,Male,Unknown,No,11-05-2018,6.00 AM
3128,Kolkata,Theft,None,Male,Unknown,No,11-05-2018,7.00 AM
3129,Kolkata,Robbery,Knife,Female,Female,Yes,11-05-2018,8.00 AM
3130,Chennai,Fraud,Knife,Male,Unknown,Yes,11-05-2018,9.00 AM
3131,Kolkata,Fraud,Knife,Female,Unknown,Yes,11-05-2018,10.00 AM
3132,Mumbai,Robbery,Gun,Female,Male,Yes,11-05-2018,11.00 AM
3133,Kolkata,Theft,Knife,Male,Unknown,No,11-05-2018,12.00 PM
3134,Chennai,Fraud,Other,Female,Female,Yes,11-05-2018,1.00 PM
3135,Bengaluru,Theft,Other,Female,Unknown,Yes,11-05-2018,2.00 PM
3136,Bengaluru,Fraud,Knife,Female,Male,Yes,11-05-2018,3.00 PM
3137,Kolkata,Murder,Other,Male,Male,Yes,11-05-2018,4.00 PM
3138,Delhi,Fraud,None,Female,Unknown,Yes,11-05-2018,5.00 PM
3139,Bengaluru,Murder,Knife,Male,Unknown,No,11-05-2018,6.00 PM
3140,Kolkata,Theft,Knife,Male,Male,No,11-05-2018,7.00 PM
3141,Chennai,Fraud,Knife,Female,Female,No,11-05-2018,8.00 PM
3142,Kolkata,Assault,None,Female,Unknown,No,11-05-2018,9.00 PM
3143,Bengaluru,Assault,None,Female,Female,No,11-05-2018,10.00 PM
3144,Chennai,Robbery,Knife,Female,Female,Yes,11-05-2018,11.00 PM
3145,Kolkata,Assault,Gun,Female,Unknown,No,12-05-2018,12.00 AM
3146,Mumbai,Murder,Gun,Male,Female,No,12-05-2018,1.00 AM
3147,Chennai,Assault,Other,Male,Male,No,12-05-2018,2.00 AM
3148,Mumbai,Assault,None,Female,Female,Yes,12-05-2018,3.00 AM
3149,Delhi,Assault,Other,Male,Male,Yes,12-05-2018,4.00 AM
3150,Chennai,Fraud,Other,Male,Unknown,Yes,12-05-2018,5.00 AM
3151,Mumbai,Robbery,Knife,Male,Female,Yes,12-05-2018,6.00 AM
3152,Bengaluru,Theft,Gun,Female,Male,No,12-05-2018,7.00 AM
3153,Bengaluru,Robbery,Other,Male,Male,No,12-05-2018,8.00 AM
3154,Delhi,Murder,Knife,Male,Unknown,No,12-05-2018,9.00 AM
3155,Chennai,Fraud,None,Male,Female,Yes,12-05-2018,10.00 AM
3156,Chennai,Fraud,Other,Female,Male,No,12-05-2018,11.00 AM
3157,Chennai,Assault,Gun,Male,Male,No,12-05-2018,12.00 PM
3158,Delhi,Assault,None,Female,Unknown,Yes,12-05-2018,1.00 PM
3159,Chennai,Murder,Knife,Male,Female,Yes,12-05-2018,2.00 PM
3160,Bengaluru,Fraud,None,Female,Female,No,12-05-2018,3.00 PM
3161,Mumbai,Theft,Other,Male,Male,No,12-05-2018,4.00 PM
3162,Bengaluru,Robbery,None,Female,Female,No,12-05-2018,5.00 PM
3163,Bengaluru,Fraud,None,Male,Female,No,12-05-2018,6.00 PM
3164,Mumbai,Theft,None,Female,Female,No,12-05-2018,7.00 PM
3165,Bengaluru,Theft,Gun,Female,Female,No,12-05-2018,8.00 PM
3166,Delhi,Robbery,Other,Male,Female,Yes,12-05-2018,9.00 PM
3167,Mumbai,Theft,Knife,Male,Female,Yes,12-05-2018,10.00 PM
3168,Bengaluru,Murder,Gun,Female,Female,No,12-05-2018,11.00 PM
3169,Kolkata,Theft,Other,Female,Male,Yes,13-05-2018,12.00 AM
3170,Bengaluru,Murder,Knife,Male,Male,No,13-05-2018,1.00 AM
3171,Delhi,Theft,Knife,Female,Female,No,13-05-2018,2.00 AM
3172,Chennai,Assault,Knife,Male,Female,Yes,13-05-2018,3.00 AM
3173,Bengaluru,Theft,Other,Male,Unknown,Yes,13-05-2018,4.00 AM
3174,Chennai,Murder,Knife,Female,Male,No,13-05-2018,5.00 AM
3175,Kolkata,Theft,Knife,Male,Unknown,Yes,13-05-2018,6.00 AM
3176,Bengaluru,Theft,Gun,Female,Male,No,13-05-2018,7.00 AM
3177,Mumbai,Theft,Knife,Male,Unknown,Yes,13-05-2018,8.00 AM
3178,Chennai,Murder,None,Male,Unknown,No,13-05-2018,9.00 AM
3179,Kolkata,Theft,Gun,Male,Unknown,Yes,13-05-2018,10.00 AM
3180,Mumbai,Robbery,Gun,Male,Male,No,13-05-2018,11.00 AM
3181,Mumbai,Robbery,Other,Male,Male,Yes,13-05-2018,12.00 PM
3182,Mumbai,Murder,Knife,Male,Female,Yes,13-05-2018,1.00 PM
3183,Mumbai,Assault,None,Male,Male,Yes,13-05-2018,2.00 PM
3184,Bengaluru,Robbery,None,Male,Male,No,13-05-2018,3.00 PM
3185,Bengaluru,Fraud,Knife,Male,Male,Yes,13-05-2018,4.00 PM
3186,Bengaluru,Robbery,Knife,Male,Male,Yes,13-05-2018,5.00 PM
3187,Kolkata,Fraud,Other,Male,Female,No,13-05-2018,6.00 PM
3188,Kolkata,Murder,None,Male,Female,No,13-05-2018,7.00 PM
3189,Kolkata,Assault,Gun,Female,Male,Yes,13-05-2018,8.00 PM
3190,Delhi,Fraud,Other,Female,Unknown,Yes,13-05-2018,9.00 PM
3191,Kolkata,Fraud,Other,Male,Unknown,Yes,13-05-2018,10.00 PM
3192,Bengaluru,Robbery,Gun,Male,Male,Yes,13-05-2018,11.00 PM
3193,Bengaluru,Fraud,Other,Female,Female,No,14-05-2018,12.00 AM
3194,Delhi,Murder,Knife,Male,Unknown,Yes,14-05-2018,1.00 AM
3195,Delhi,Murder,Gun,Male,Female,No,14-05-2018,2.00 AM
3196,Kolkata,Murder,Gun,Male,Female,No,14-05-2018,3.00 AM
3197,Chennai,Robbery,None,Female,Unknown,Yes,14-05-2018,4.00 AM
3198,Delhi,Assault,Gun,Male,Male,No,14-05-2018,5.00 AM
3199,Mumbai,Robbery,Other,Female,Female,Yes,14-05-2018,6.00 AM
3200,Bengaluru,Murder,None,Female,Unknown,No,14-05-2018,7.00 AM
3201,Mumbai,Robbery,Other,Male,Female,No,14-05-2018,8.00 AM
3202,Bengaluru,Murder,Knife,Female,Unknown,No,14-05-2018,9.00 AM
3203,Bengaluru,Theft,Knife,Female,Male,Yes,14-05-2018,10.00 AM
3204,Delhi,Theft,None,Female,Male,No,14-05-2018,11.00 AM
3205,Delhi,Fraud,None,Male,Male,No,14-05-2018,12.00 PM
3206,Mumbai,Assault,Other,Male,Female,No,14-05-2018,1.00 PM
3207,Bengaluru,Theft,Knife,Female,Male,No,14-05-2018,2.00 PM
3208,Mumbai,Murder,None,Male,Male,No,14-05-2018,3.00 PM
3209,Chennai,Robbery,Knife,Female,Male,No,14-05-2018,4.00 PM
3210,Mumbai,Robbery,Knife,Male,Male,Yes,14-05-2018,5.00 PM
3211,Kolkata,Fraud,Knife,Male,Unknown,No,14-05-2018,6.00 PM
3212,Mumbai,Robbery,Other,Female,Unknown,No,14-05-2018,7.00 PM
3213,Kolkata,Theft,Other,Male,Female,Yes,14-05-2018,8.00 PM
3214,Kolkata,Robbery,Knife,Female,Unknown,No,14-05-2018,9.00 PM
3215,Kolkata,Theft,Knife,Male,Unknown,No,14-05-2018,10.00 PM
3216,Chennai,Theft,Knife,Female,Unknown,Yes,14-05-2018,11.00 PM
3217,Mumbai,Assault,Gun,Male,Unknown,Yes,15-05-2018,12.00 AM
3218,Mumbai,Fraud,Gun,Female,Unknown,No,15-05-2018,1.00 AM
3219,Chennai,Murder,Other,Male,Male,No,15-05-2018,2.00 AM
3220,Bengaluru,Theft,Knife,Male,Female,No,15-05-2018,3.00 AM
3221,Delhi,Fraud,Gun,Female,Unknown,No,15-05-2018,4.00 AM
3222,Mumbai,Murder,None,Male,Unknown,Yes,15-05-2018,5.00 AM
3223,Delhi,Robbery,None,Female,Female,No,15-05-2018,6.00 AM
3224,Chennai,Fraud,Knife,Male,Unknown,Yes,15-05-2018,7.00 AM
3225,Bengaluru,Fraud,Gun,Female,Unknown,No,15-05-2018,8.00 AM
3226,Bengaluru,Fraud,None,Female,Female,Yes,15-05-2018,9.00 AM
3227,Bengaluru,Robbery,Other,Female,Male,No,15-05-2018,10.00 AM
3228,Chennai,Robbery,None,Female,Male,Yes,15-05-2018,11.00 AM
3229,Kolkata,Fraud,Other,Female,Female,Yes,15-05-2018,12.00 PM
3230,Kolkata,Assault,None,Female,Male,Yes,15-05-2018,1.00 PM
3231,Delhi,Theft,None,Female,Male,Yes,15-05-2018,2.00 PM
3232,Kolkata,Robbery,Gun,Female,Male,Yes,15-05-2018,3.00 PM
3233,Kolkata,Assault,None,Male,Male,No,15-05-2018,4.00 PM
3234,Bengaluru,Robbery,None,Male,Unknown,No,15-05-2018,5.00 PM
3235,Bengaluru,Fraud,Other,Male,Female,No,15-05-2018,6.00 PM
3236,Delhi,Assault,Other,Male,Male,Yes,15-05-2018,7.00 PM
3237,Mumbai,Murder,None,Female,Male,Yes,15-05-2018,8.00 PM
3238,Delhi,Theft,Knife,Female,Female,No,15-05-2018,9.00 PM
3239,Delhi,Theft,None,Male,Unknown,Yes,15-05-2018,10.00 PM
3240,Chennai,Robbery,None,Male,Male,Yes,15-05-2018,11.00 PM
3241,Chennai,Theft,Gun,Female,Male,Yes,16-05-2018,12.00 AM
3242,Delhi,Murder,None,Male,Unknown,Yes,16-05-2018,1.00 AM
3243,Delhi,Assault,None,Female,Female,No,16-05-2018,2.00 AM
3244,Delhi,Assault,Other,Male,Male,No,16-05-2018,3.00 AM
3245,Kolkata,Fraud,Other,Female,Male,No,16-05-2018,4.00 AM
3246,Chennai,Assault,Other,Female,Female,Yes,16-05-2018,5.00 AM
3247,Delhi,Robbery,Other,Male,Unknown,No,16-05-2018,6.00 AM
3248,Bengaluru,Murder,None,Male,Female,Yes,16-05-2018,7.00 AM
3249,Bengaluru,Fraud,Knife,Female,Male,No,16-05-2018,8.00 AM
3250,Kolkata,Robbery,Gun,Male,Unknown,No,16-05-2018,9.00 AM
3251,Kolkata,Robbery,Gun,Male,Unknown,Yes,16-05-2018,10.00 AM
3252,Mumbai,Robbery,Knife,Female,Unknown,No,16-05-2018,11.00 AM
3253,Mumbai,Theft,Knife,Male,Female,Yes,16-05-2018,12.00 PM
3254,Mumbai,Robbery,Gun,Male,Female,No,16-05-2018,1.00 PM
3255,Kolkata,Theft,None,Female,Female,No,16-05-2018,2.00 PM
3256,Kolkata,Assault,Gun,Female,Male,No,16-05-2018,3.00 PM
3257,Kolkata,Theft,Knife,Female,Female,No,16-05-2018,4.00 PM
3258,Bengaluru,Robbery,None,Male,Unknown,No,16-05-2018,5.00 PM
3259,Kolkata,Murder,Gun,Female,Male,No,16-05-2018,6.00 PM
3260,Bengaluru,Murder,None,Male,Male,Yes,16-05-2018,7.00 PM
3261,Mumbai,Assault,None,Male,Male,No,16-05-2018,8.00 PM
3262,Mumbai,Robbery,Knife,Male,Unknown,No,16-05-2018,9.00 PM
3263,Mumbai,Theft,Other,Male,Female,Yes,16-05-2018,10.00 PM
3264,Delhi,Murder,Gun,Female,Unknown,Yes,16-05-2018,11.00 PM
3265,Delhi,Fraud,Knife,Male,Female,No,17-05-2018,12.00 AM
3266,Chennai,Robbery,Gun,Male,Male,No,17-05-2018,1.00 AM
3267,Chennai,Robbery,Other,Male,Male,Yes,17-05-2018,2.00 AM
3268,Chennai,Fraud,Other,Female,Unknown,No,17-05-2018,3.00 AM
3269,Delhi,Murder,Other,Female,Female,No,17-05-2018,4.00 AM
3270,Delhi,Fraud,Other,Female,Male,No,17-05-2018,5.00 AM
3271,Chennai,Assault,Gun,Male,Unknown,Yes,17-05-2018,6.00 AM
3272,Chennai,Theft,None,Male,Unknown,No,17-05-2018,7.00 AM
3273,Kolkata,Theft,None,Female,Female,Yes,17-05-2018,8.00 AM
3274,Chennai,Murder,Other,Female,Female,No,17-05-2018,9.00 AM
3275,Kolkata,Fraud,Other,Male,Female,Yes,17-05-2018,10.00 AM
3276,Bengaluru,Robbery,None,Female,Male,Yes,17-05-2018,11.00 AM
3277,Delhi,Robbery,Knife,Male,Unknown,No,17-05-2018,12.00 PM
3278,Chennai,Robbery,Other,Female,Female,Yes,17-05-2018,1.00 PM
3279,Delhi,Assault,None,Male,Unknown,Yes,17-05-2018,2.00 PM
3280,Delhi,Assault,Knife,Male,Male,No,17-05-2018,3.00 PM
3281,Delhi,Robbery,None,Male,Male,Yes,17-05-2018,4.00 PM
3282,Bengaluru,Murder,Knife,Female,Female,Yes,17-05-2018,5.00 PM
3283,Mumbai,Assault,Gun,Female,Male,Yes,17-05-2018,6.00 PM
3284,Chennai,Assault,Knife,Male,Unknown,Yes,17-05-2018,7.00 PM
3285,Mumbai,Theft,Other,Female,Unknown,No,17-05-2018,8.00 PM
3286,Mumbai,Theft,Knife,Male,Male,No,17-05-2018,9.00 PM
3287,Mumbai,Murder,Knife,Female,Male,No,17-05-2018,10.00 PM
3288,Delhi,Assault,Other,Female,Male,Yes,17-05-2018,11.00 PM
3289,Kolkata,Assault,Gun,Male,Unknown,No,18-05-2018,12.00 AM
3290,Delhi,Fraud,Knife,Female,Male,Yes,18-05-2018,1.00 AM
3291,Delhi,Murder,Gun,Female,Female,No,18-05-2018,2.00 AM
3292,Mumbai,Murder,None,Male,Female,Yes,18-05-2018,3.00 AM
3293,Delhi,Fraud,None,Male,Unknown,No,18-05-2018,4.00 AM
3294,Mumbai,Fraud,Other,Male,Male,Yes,18-05-2018,5.00 AM
3295,Kolkata,Theft,Gun,Male,Male,Yes,18-05-2018,6.00 AM
3296,Chennai,Murder,Other,Female,Male,Yes,18-05-2018,7.00 AM
3297,Mumbai,Murder,Other,Female,Female,Yes,18-05-2018,8.00 AM
3298,Kolkata,Fraud,Knife,Male,Female,No,18-05-2018,9.00 AM
3299,Chennai,Robbery,None,Female,Female,Yes,18-05-2018,10.00 AM
3300,Bengaluru,Robbery,Other,Male,Female,Yes,18-05-2018,11.00 AM
3301,Mumbai,Theft,Knife,Male,Female,Yes,18-05-2018,12.00 PM
3302,Mumbai,Robbery,Knife,Male,Unknown,No,18-05-2018,1.00 PM
3303,Bengaluru,Robbery,Gun,Female,Unknown,No,18-05-2018,2.00 PM
3304,Bengaluru,Robbery,None,Female,Male,No,18-05-2018,3.00 PM
3305,Mumbai,Assault,Gun,Female,Male,Yes,18-05-2018,4.00 PM
3306,Bengaluru,Theft,Gun,Male,Female,Yes,18-05-2018,5.00 PM
3307,Delhi,Fraud,Other,Male,Male,No,18-05-2018,6.00 PM
3308,Chennai,Robbery,Gun,Female,Unknown,Yes,18-05-2018,7.00 PM
3309,Chennai,Assault,Other,Female,Unknown,No,18-05-2018,8.00 PM
3310,Chennai,Robbery,Gun,Female,Male,Yes,18-05-2018,9.00 PM
3311,Delhi,Assault,Knife,Female,Female,Yes,18-05-2018,10.00 PM
3312,Bengaluru,Theft,None,Male,Unknown,No,18-05-2018,11.00 PM
3313,Kolkata,Robbery,None,Female,Male,Yes,19-05-2018,12.00 AM
3314,Bengaluru,Assault,None,Female,Female,Yes,19-05-2018,1.00 AM
3315,Mumbai,Murder,Knife,Male,Male,Yes,19-05-2018,2.00 AM
3316,Chennai,Murder,Knife,Female,Female,No,19-05-2018,3.00 AM
3317,Bengaluru,Assault,Gun,Female,Female,Yes,19-05-2018,4.00 AM
3318,Kolkata,Robbery,Gun,Female,Unknown,Yes,19-05-2018,5.00 AM
3319,Mumbai,Robbery,Gun,Male,Unknown,Yes,19-05-2018,6.00 AM
3320,Delhi,Theft,Gun,Male,Male,Yes,19-05-2018,7.00 AM
3321,Delhi,Theft,None,Female,Male,No,19-05-2018,8.00 AM
3322,Kolkata,Fraud,Gun,Male,Female,No,19-05-2018,9.00 AM
3323,Mumbai,Theft,Knife,Female,Unknown,No,19-05-2018,10.00 AM
3324,Chennai,Robbery,Knife,Female,Female,Yes,19-05-2018,11.00 AM
3325,Bengaluru,Fraud,Knife,Male,Female,No,19-05-2018,12.00 PM
3326,Mumbai,Theft,Other,Female,Female,No,19-05-2018,1.00 PM
3327,Delhi,Assault,Other,Male,Female,Yes,19-05-2018,2.00 PM
3328,Kolkata,Murder,Other,Male,Female,Yes,19-05-2018,3.00 PM
3329,Kolkata,Theft,Gun,Male,Female,Yes,19-05-2018,4.00 PM
3330,Bengaluru,Theft,None,Female,Male,No,19-05-2018,5.00 PM
3331,Kolkata,Assault,None,Female,Unknown,Yes,19-05-2018,6.00 PM
3332,Kolkata,Robbery,Gun,Female,Unknown,No,19-05-2018,7.00 PM
3333,Mumbai,Assault,Gun,Female,Female,Yes,19-05-2018,8.00 PM
3334,Chennai,Theft,Other,Male,Female,No,19-05-2018,9.00 PM
3335,Bengaluru,Robbery,Knife,Female,Female,Yes,19-05-2018,10.00 PM
3336,Mumbai,Fraud,Knife,Female,Unknown,Yes,19-05-2018,11.00 PM
3337,Chennai,Theft,Other,Male,Unknown,No,20-05-2018,12.00 AM
3338,Mumbai,Assault,Other,Male,Female,Yes,20-05-2018,1.00 AM
3339,Mumbai,Fraud,None,Female,Unknown,No,20-05-2018,2.00 AM
3340,Kolkata,Murder,Other,Male,Female,Yes,20-05-2018,3.00 AM
3341,Chennai,Fraud,Knife,Female,Female,No,20-05-2018,4.00 AM
3342,Bengaluru,Assault,Knife,Female,Female,No,20-05-2018,5.00 AM
3343,Bengaluru,Fraud,Gun,Male,Male,Yes,20-05-2018,6.00 AM
3344,Chennai,Assault,None,Male,Unknown,Yes,20-05-2018,7.00 AM
3345,Kolkata,Theft,Gun,Female,Unknown,Yes,20-05-2018,8.00 AM
3346,Delhi,Robbery,None,Female,Unknown,No,20-05-2018,9.00 AM
3347,Mumbai,Murder,Gun,Female,Female,No,20-05-2018,10.00 AM
3348,Kolkata,Robbery,None,Female,Male,No,20-05-2018,11.00 AM
3349,Chennai,Robbery,Other,Female,Female,No,20-05-2018,12.00 PM
3350,Mumbai,Robbery,Knife,Male,Female,No,20-05-2018,1.00 PM
3351,Bengaluru,Assault,Other,Female,Female,No,20-05-2018,2.00 PM
3352,Delhi,Assault,None,Male,Male,No,20-05-2018,3.00 PM
3353,Bengaluru,Murder,None,Male,Female,Yes,20-05-2018,4.00 PM
3354,Chennai,Assault,Gun,Male,Female,No,20-05-2018,5.00 PM
3355,Mumbai,Assault,None,Female,Male,Yes,20-05-2018,6.00 PM
3356,Chennai,Assault,Other,Female,Female,No,20-05-2018,7.00 PM
3357,Mumbai,Assault,None,Male,Female,No,20-05-2018,8.00 PM
3358,Kolkata,Theft,None,Male,Unknown,No,20-05-2018,9.00 PM
3359,Delhi,Murder,Gun,Male,Male,Yes,20-05-2018,10.00 PM
3360,Kolkata,Assault,None,Male,Unknown,No,20-05-2018,11.00 PM
3361,Kolkata,Murder,Gun,Male,Female,No,21-05-2018,12.00 AM
3362,Chennai,Fraud,Knife,Female,Male,No,21-05-2018,1.00 AM
3363,Delhi,Theft,Gun,Male,Male,Yes,21-05-2018,2.00 AM
3364,Mumbai,Assault,None,Female,Female,Yes,21-05-2018,3.00 AM
3365,Mumbai,Theft,Knife,Male,Unknown,No,21-05-2018,4.00 AM
3366,Bengaluru,Theft,None,Male,Female,No,21-05-2018,5.00 AM
3367,Mumbai,Fraud,Gun,Female,Male,No,21-05-2018,6.00 AM
3368,Chennai,Murder,Other,Female,Male,Yes,21-05-2018,7.00 AM
3369,Kolkata,Theft,Knife,Male,Female,No,21-05-2018,8.00 AM
3370,Kolkata,Robbery,Other,Female,Female,No,21-05-2018,9.00 AM
3371,Kolkata,Fraud,Other,Female,Female,No,21-05-2018,10.00 AM
3372,Delhi,Robbery,Knife,Male,Female,Yes,21-05-2018,11.00 AM
3373,Mumbai,Fraud,Other,Male,Unknown,No,21-05-2018,12.00 PM
3374,Chennai,Robbery,Other,Male,Unknown,No,21-05-2018,1.00 PM
3375,Delhi,Robbery,Other,Female,Unknown,Yes,21-05-2018,2.00 PM
3376,Bengaluru,Theft,Other,Male,Unknown,No,21-05-2018,3.00 PM
3377,Chennai,Theft,Knife,Male,Male,No,21-05-2018,4.00 PM
3378,Chennai,Fraud,None,Female,Male,No,21-05-2018,5.00 PM
3379,Chennai,Murder,Other,Male,Unknown,Yes,21-05-2018,6.00 PM
3380,Kolkata,Theft,Knife,Female,Female,Yes,21-05-2018,7.00 PM
3381,Chennai,Theft,Knife,Female,Male,No,21-05-2018,8.00 PM
3382,Mumbai,Assault,Knife,Male,Female,Yes,21-05-2018,9.00 PM
3383,Chennai,Theft,Knife,Female,Unknown,No,21-05-2018,10.00 PM
3384,Kolkata,Murder,Gun,Female,Male,No,21-05-2018,11.00 PM
3385,Chennai,Assault,None,Male,Male,Yes,22-05-2018,12.00 AM
3386,Bengaluru,Robbery,None,Female,Male,Yes,22-05-2018,1.00 AM
3387,Bengaluru,Robbery,Other,Male,Male,Yes,22-05-2018,2.00 AM
3388,Kolkata,Assault,Knife,Male,Unknown,No,22-05-2018,3.00 AM
